radiologist,inferred_pathology,volume_category,radiomic_category,with_segmentation,correct_prediction,confidence,response_time
Radiologist #10,Presurgical glioma,Very Large,Irregular/Complex Single,True,1,8,18.632951021194454
Radiologist #10,Postoperative glioma resection,,,True,1,7,23.20186448097229
Radiologist #10,Presurgical glioma,Very Large,Infiltrative Single,True,0,9,22.460538864135746
Radiologist #10,Presurgical glioma,,,True,1,6,83.079286098480225
Radiologist #10,Presurgical glioma,,,True,1,6,57.09506893157959
Radiologist #10,Presurgical glioma,Medium,Irregular/Complex Single,True,1,8,28.261452198028564
Radiologist #10,Presurgical glioma,,,True,0,9,27.368468523025516
Radiologist #10,Presurgical glioma,,,True,1,6,36.389265298843377
Radiologist #10,Postoperative glioma resection,,,True,1,7,40.955576181411743
Radiologist #10,Meningioma,Very Large,Well-circumscribed Single,True,1,10,34.10641622543335
Radiologist #10,Presurgical glioma,Very Large,Irregular/Complex Single,True,1,9,31.233879089355469
Radiologist #10,Presurgical glioma,,,True,0,5,143.22616457939148
Radiologist #10,Presurgical glioma,Medium,Irregular/Complex Single,True,1,8,19.759449005126957
Radiologist #10,Presurgical glioma,Large,Infiltrative Single,True,0,6,41.962431907653809
Radiologist #10,Postoperative glioma resection,,,True,1,6,37.061030626296997
Radiologist #10,Presurgical glioma,,,True,0,7,28.990408420562744
Radiologist #10,Presurgical glioma,,,True,0,4,86.480657577514648
Radiologist #10,Meningioma,Medium,Well-circumscribed Single,True,1,10,29.091138601303101
Radiologist #10,Presurgical glioma,Medium,Irregular/Complex Single,True,1,6,50.550397872924805
Radiologist #10,Presurgical glioma,Very Large,Irregular/Complex Single,True,1,10,17.427432060241699
Radiologist #10,Presurgical glioma,,,True,1,7,22.764788627624512
Radiologist #10,Postoperative glioma resection,,,True,1,4,49.595427274703979
Radiologist #10,Presurgical glioma,,,True,0,5,44.72833251953125
Radiologist #10,Presurgical glioma,Medium,Well-circumscribed Single,True,1,8,168.61607670783997
Radiologist #10,Presurgical glioma,Very Large,Infiltrative Single,True,1,6,41.281709671020508
Radiologist #10,Postoperative glioma resection,,,True,1,5,22.229914426803589
Radiologist #10,Postoperative glioma resection,,,True,0,4,36.550028800964363
Radiologist #10,Presurgical glioma,,,True,1,6,30.12070894241333
Radiologist #10,Presurgical glioma,,,True,1,5,43.952289819717407
Radiologist #10,Postoperative glioma resection,,,True,0,6,21.70564436912537
Radiologist #10,Presurgical glioma,Micro,Irregular/Complex Single,True,0,7,112.94721174240112
Radiologist #10,Postoperative glioma resection,,,True,1,6,20.644047498703003
Radiologist #10,Presurgical glioma,,,True,0,7,48.607361793518074
Radiologist #10,Presurgical glioma,,,True,1,8,26.910887002944943
Radiologist #10,Presurgical glioma,,,True,1,7,17.641719341278076
Radiologist #10,Postoperative glioma resection,,,True,1,7,20.667948484420776
Radiologist #10,Presurgical glioma,,,True,0,7,32.11901593208313
Radiologist #10,Presurgical glioma,Large,Infiltrative Single,True,1,7,38.426255464553833
Radiologist #10,Presurgical glioma,Micro,Irregular/Complex Single,True,0,7,18.39959287643433
Radiologist #10,Postoperative glioma resection,Very Large,Infiltrative Single,True,1,7,81.320488214492798
Radiologist #2,Presurgical glioma,Small,Well-circumscribed Single,False,1,6,28.66040301322937
Radiologist #2,Presurgical glioma,,,False,1,7,29.481964826583862
Radiologist #2,Postoperative glioma resection,,,False,1,7,28.400558948516849
Radiologist #2,Presurgical glioma,,,False,0,6,40.875595092773438
Radiologist #2,Presurgical glioma,,,False,1,6,41.516973257064819
Radiologist #2,Presurgical glioma,Large,Irregular/Complex Single,False,0,7,33.463814973831177
Radiologist #2,Presurgical glioma,,,False,0,8,23.113896131515503
Radiologist #2,Presurgical glioma,,,False,0,7,30.35783672332764
Radiologist #2,Presurgical glioma,,,False,1,8,33.23853063583374
Radiologist #2,Presurgical glioma,,,False,1,5,51.884247064590447
Radiologist #2,Presurgical glioma,Micro,Irregular/Complex Single,False,1,5,55.106994390487671
Radiologist #2,Presurgical glioma,,,False,1,8,16.080562829971313
Radiologist #2,Postoperative glioma resection,,,False,0,6,54.90046501159668
Radiologist #2,Postoperative glioma resection,,,False,0,9,18.198418855667114
Radiologist #2,Presurgical glioma,,,False,1,8,15.816339015960692
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,6,25.198488712310791
Radiologist #2,Postoperative glioma resection,,,False,0,7,23.298505306243896
Radiologist #2,Metastases,Very Large,Irregular/Complex Single,False,1,3,32.959174871444702
Radiologist #2,Paediatric presurgical tumour,,,False,1,5,24.73939061164856
Radiologist #2,Postoperative glioma resection,Very Large,Infiltrative Single,False,0,3,36.968016386032097
Radiologist #2,Presurgical glioma,,,False,1,7,37.017060041427612
Radiologist #2,Presurgical glioma,,,False,0,7,14.83602499961853
Radiologist #2,Presurgical glioma,Large,Irregular/Complex Single,False,0,2,21.098810195922852
Radiologist #2,Presurgical glioma,Medium,Well-circumscribed Single,False,0,7,28.54882550239563
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,7,12.366656064987184
Radiologist #2,Postoperative glioma resection,,,False,0,6,24.940177440643311
Radiologist #2,Meningioma,Very Large,Well-circumscribed Single,False,1,7,12.325310945510864
Radiologist #2,Presurgical glioma,Micro,Well-circumscribed Single,False,0,6,23.516476392745972
Radiologist #2,Postoperative glioma resection,,,False,0,3,47.169862031936646
Radiologist #2,Presurgical glioma,Large,Infiltrative Single,False,0,5,34.915250062942505
Radiologist #2,Metastases,Medium,Multiple,False,0,4,56.45361065864563
Radiologist #2,Postoperative glioma resection,,,False,0,7,23.984255313873291
Radiologist #2,Presurgical glioma,,,False,0,5,32.125693559646606
Radiologist #2,Presurgical glioma,,,False,1,8,11.794578790664673
Radiologist #2,Postoperative glioma resection,,,False,0,5,27.392831325531009
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,6,34.499008655548096
Radiologist #2,Presurgical glioma,Large,Infiltrative Single,False,1,6,37.714447975158691
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,7,49.074239492416382
Radiologist #2,Presurgical glioma,,,False,1,4,46.480849504470825
Radiologist #2,Paediatric presurgical tumour,,,False,0,8,28.178800821304321
Radiologist #2,Meningioma,Very Large,Multiple,False,1,6,47.505658864974976
Radiologist #2,Paediatric presurgical tumour,,,False,0,9,18.265608072280884
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,6,15.711153030395508
Radiologist #2,Presurgical glioma,,,False,1,5,38.421968698501587
Radiologist #2,Metastases,Medium,Multiple,False,1,9,13.772299528121948
Radiologist #2,Postoperative glioma resection,Very Large,Infiltrative Single,False,1,6,13.929460287094116
Radiologist #2,Postoperative glioma resection,Very Large,Infiltrative Single,False,0,2,43.797811269760132
Radiologist #2,Postoperative glioma resection,,,False,0,6,59.269203901290894
Radiologist #2,Postoperative glioma resection,,,False,0,3,35.41159462928772
Radiologist #2,Presurgical glioma,Large,Infiltrative Single,False,0,4,30.781583309173584
Radiologist #2,Metastases,Small,Multiple,False,0,7,43.441743612289429
Radiologist #2,Presurgical glioma,Micro,Irregular/Complex Single,False,1,7,30.651439189910889
Radiologist #2,Presurgical glioma,,,False,1,6,19.242631435394287
Radiologist #2,Presurgical glioma,Micro,Well-circumscribed Single,False,1,6,16.096317291259766
Radiologist #2,Paediatric presurgical tumour,,,False,0,9,14.87103009223938
Radiologist #2,Postoperative glioma resection,,,False,0,6,45.923052072525024
Radiologist #2,Postoperative glioma resection,,,False,0,3,76.284857034683228
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,8,14.733839511871338
Radiologist #2,Presurgical glioma,Very Large,Irregular/Complex Single,False,1,8,17.274125814437866
Radiologist #2,Presurgical glioma,Very Large,Irregular/Complex Single,False,1,9,14.388518571853638
Radiologist #2,Metastases,Micro,Well-circumscribed Single,False,0,6,64.251542568206787
Radiologist #2,Metastases,Very Large,Multiple,False,1,8,17.831907033920288
Radiologist #2,Meningioma,Medium,Well-circumscribed Single,False,1,6,16.050396680831909
Radiologist #2,Presurgical glioma,,,False,0,5,23.848448276519772
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,6,46.978874444961548
Radiologist #2,Presurgical glioma,Micro,Well-circumscribed Single,False,0,5,32.699381113052368
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,6,22.946603775024411
Radiologist #2,Postoperative glioma resection,,,False,1,4,41.926377534866333
Radiologist #2,Postoperative glioma resection,,,False,1,6,17.639736890792847
Radiologist #2,Presurgical glioma,,,False,1,6,14.47059202194214
Radiologist #2,Presurgical glioma,,,False,1,7,39.953597068786621
Radiologist #2,Postoperative glioma resection,,,False,1,5,50.104962587356567
Radiologist #2,Paediatric presurgical tumour,,,False,0,7,27.98503398895264
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,9,21.900688886642456
Radiologist #2,Postoperative glioma resection,,,False,0,6,26.234439611434937
Radiologist #2,Paediatric presurgical tumour,,,False,0,9,16.584166526794434
Radiologist #2,Presurgical glioma,,,False,1,6,29.981883764266968
Radiologist #2,Presurgical glioma,Large,Irregular/Complex Single,False,1,7,31.693245649337769
Radiologist #2,Presurgical glioma,Micro,Multiple,False,0,7,21.934097766876221
Radiologist #2,Presurgical glioma,,,False,0,5,32.808640480041504
Radiologist #2,Postoperative glioma resection,,,False,1,2,51.534822702407837
Radiologist #2,Presurgical glioma,,,False,1,8,22.153654813766479
Radiologist #2,Presurgical glioma,Very Large,Irregular/Complex Single,False,1,8,11.408795595169067
Radiologist #2,Presurgical glioma,,,False,0,3,41.55556058883667
Radiologist #2,Presurgical glioma,,,False,1,7,10.811378240585327
Radiologist #2,Postoperative glioma resection,,,False,0,6,26.016594409942627
Radiologist #2,Presurgical glioma,,,False,1,6,35.69542407989502
Radiologist #2,Paediatric presurgical tumour,Large,Irregular/Complex Single,False,1,6,23.519341230392456
Radiologist #2,Presurgical glioma,,,False,1,7,12.39849019050598
Radiologist #2,Postoperative glioma resection,,,False,0,5,45.01288914680481
Radiologist #2,Postoperative glioma resection,,,False,0,8,13.374528884887695
Radiologist #2,Presurgical glioma,,,False,0,7,29.821794986724854
Radiologist #2,Postoperative glioma resection,,,False,1,2,40.780487775802612
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,6,15.862358570098875
Radiologist #2,Presurgical glioma,Medium,Infiltrative Single,False,0,1,66.779022932052612
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,False,1,4,31.914878606796265
Radiologist #2,Presurgical glioma,Large,Infiltrative Single,False,1,6,27.098109722137451
Radiologist #2,Presurgical glioma,,,False,1,3,55.193080425262451
Radiologist #2,Presurgical glioma,,,False,1,5,41.143064975738525
Radiologist #2,Presurgical glioma,Micro,Irregular/Complex Single,False,1,4,33.004948139190674
Radiologist #2,Presurgical glioma,Small,Well-circumscribed Single,True,1,8,109.04326105117798
Radiologist #2,Presurgical glioma,,,True,1,9,25.587166547775269
Radiologist #2,Postoperative glioma resection,,,True,0,7,25.535082578659058
Radiologist #2,Presurgical glioma,,,True,0,8,15.683078527450562
Radiologist #2,Presurgical glioma,,,True,0,5,29.067342758178711
Radiologist #2,Presurgical glioma,Large,Irregular/Complex Single,True,1,8,59.389547348022461
Radiologist #2,Presurgical glioma,,,True,0,4,16.649455785751343
Radiologist #2,Presurgical glioma,,,True,0,8,24.032065629959103
Radiologist #2,Presurgical glioma,,,True,1,8,33.910698890686035
Radiologist #2,Presurgical glioma,,,True,1,6,20.469459772109985
Radiologist #2,Presurgical glioma,Micro,Irregular/Complex Single,True,1,6,23.743250370025635
Radiologist #2,Presurgical glioma,,,True,1,9,20.044192552566528
Radiologist #2,Postoperative glioma resection,,,True,1,8,14.987515926361084
Radiologist #2,Postoperative glioma resection,,,True,0,7,22.583999633789062
Radiologist #2,Presurgical glioma,,,True,1,9,42.414261817932129
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,9,30.391022205352783
Radiologist #2,Postoperative glioma resection,,,True,1,7,43.540213346481323
Radiologist #2,Metastases,Very Large,Irregular/Complex Single,True,1,8,15.648215532302856
Radiologist #2,Paediatric presurgical tumour,,,True,0,2,22.016604423522949
Radiologist #2,Postoperative glioma resection,Very Large,Infiltrative Single,True,1,6,33.019304275512695
Radiologist #2,Presurgical glioma,,,True,1,8,23.722452640533447
Radiologist #2,Presurgical glioma,,,True,0,8,87.917127132415771
Radiologist #2,Presurgical glioma,Large,Irregular/Complex Single,True,1,3,171.29088973999023
Radiologist #2,Presurgical glioma,Medium,Well-circumscribed Single,True,0,9,74.564069986343384
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,9,14.569628715515137
Radiologist #2,Postoperative glioma resection,,,True,0,5,48.455352067947388
Radiologist #2,Meningioma,Very Large,Well-circumscribed Single,True,1,9,20.872045516967773
Radiologist #2,Presurgical glioma,Micro,Well-circumscribed Single,True,0,6,30.94988584518433
Radiologist #2,Postoperative glioma resection,,,True,1,9,25.175549030303955
Radiologist #2,Presurgical glioma,Large,Infiltrative Single,True,1,3,42.741365194320679
Radiologist #2,Metastases,Medium,Multiple,True,1,8,22.539514541625977
Radiologist #2,Postoperative glioma resection,,,True,1,4,20.104696273803711
Radiologist #2,Presurgical glioma,,,True,1,8,34.767795562744141
Radiologist #2,Presurgical glioma,,,True,1,9,9.2940402030944824
Radiologist #2,Postoperative glioma resection,,,True,1,5,29.585546731948853
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,9,15.41036319732666
Radiologist #2,Presurgical glioma,Large,Infiltrative Single,True,1,8,42.278193950653083
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,9,36.089248895645142
Radiologist #2,Presurgical glioma,,,True,1,6,31.83332085609436
Radiologist #2,Paediatric presurgical tumour,,,True,0,7,26.24533224105835
Radiologist #2,Meningioma,Very Large,Multiple,True,1,8,48.464126586914062
Radiologist #2,Paediatric presurgical tumour,,,True,1,3,44.538067102432251
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,8,37.262158632278442
Radiologist #2,Presurgical glioma,,,True,1,7,26.653821706771851
Radiologist #2,Metastases,Medium,Multiple,True,1,7,17.951826810836792
Radiologist #2,Postoperative glioma resection,Very Large,Infiltrative Single,True,1,9,29.002437591552731
Radiologist #2,Postoperative glioma resection,Very Large,Infiltrative Single,True,0,6,59.528762817382812
Radiologist #2,Postoperative glioma resection,,,True,0,4,31.450775623321533
Radiologist #2,Postoperative glioma resection,,,True,0,6,13.721614837646484
Radiologist #2,Presurgical glioma,Large,Infiltrative Single,True,1,8,14.021424770355225
Radiologist #2,Metastases,Small,Multiple,True,0,5,41.033217906951904
Radiologist #2,Presurgical glioma,Micro,Irregular/Complex Single,True,1,6,21.880232334136963
Radiologist #2,Presurgical glioma,,,True,1,9,39.709426879882812
Radiologist #2,Presurgical glioma,Micro,Well-circumscribed Single,True,1,2,20.104524374008179
Radiologist #2,Paediatric presurgical tumour,,,True,1,5,18.296159029006962
Radiologist #2,Postoperative glioma resection,,,True,0,7,21.823015928268436
Radiologist #2,Postoperative glioma resection,,,True,0,4,19.5088484287262
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,0,6,20.52929782867432
Radiologist #2,Presurgical glioma,Very Large,Irregular/Complex Single,True,1,9,17.474931001663208
Radiologist #2,Presurgical glioma,Very Large,Irregular/Complex Single,True,0,3,71.372908592224121
Radiologist #2,Metastases,Micro,Well-circumscribed Single,True,1,8,14.85068941116333
Radiologist #2,Metastases,Very Large,Multiple,True,1,9,16.094850778579712
Radiologist #2,Meningioma,Medium,Well-circumscribed Single,True,1,8,19.24213171005249
Radiologist #2,Presurgical glioma,,,True,1,4,17.545294284820557
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,6,34.689579010009766
Radiologist #2,Presurgical glioma,Micro,Well-circumscribed Single,True,1,7,18.644120454788208
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,9,13.856920003890991
Radiologist #2,Postoperative glioma resection,,,True,1,5,32.057456493377686
Radiologist #2,Postoperative glioma resection,,,True,1,7,21.816174745559689
Radiologist #2,Presurgical glioma,,,True,1,8,19.069931030273441
Radiologist #2,Presurgical glioma,,,True,0,6,15.522127389907835
Radiologist #2,Postoperative glioma resection,,,True,1,3,32.96263861656189
Radiologist #2,Paediatric presurgical tumour,,,True,1,2,19.716155767440799
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,8,29.923720598220825
Radiologist #2,Postoperative glioma resection,,,True,1,3,16.02351975440979
Radiologist #2,Paediatric presurgical tumour,,,True,0,3,44.768000841140747
Radiologist #2,Presurgical glioma,,,True,1,6,26.055101633071899
Radiologist #2,Presurgical glioma,Large,Irregular/Complex Single,True,1,7,18.755082845687863
Radiologist #2,Presurgical glioma,Micro,Multiple,True,0,5,32.578591108322144
Radiologist #2,Presurgical glioma,,,True,0,7,21.62512826919556
Radiologist #2,Postoperative glioma resection,,,True,0,3,25.089161157608032
Radiologist #2,Presurgical glioma,,,True,1,9,29.627516508102417
Radiologist #2,Presurgical glioma,Very Large,Irregular/Complex Single,True,1,9,11.056889057159424
Radiologist #2,Presurgical glioma,,,True,1,6,22.873084783554081
Radiologist #2,Presurgical glioma,,,True,1,9,16.086221694946289
Radiologist #2,Postoperative glioma resection,,,True,1,4,22.616344451904297
Radiologist #2,Presurgical glioma,,,True,1,8,27.75949764251709
Radiologist #2,Paediatric presurgical tumour,Large,Irregular/Complex Single,True,1,4,57.581685781478882
Radiologist #2,Presurgical glioma,,,True,1,9,12.603583097457886
Radiologist #2,Postoperative glioma resection,,,True,1,7,29.08076906204224
Radiologist #2,Postoperative glioma resection,,,True,1,8,14.807744741439819
Radiologist #2,Presurgical glioma,,,True,0,2,32.131280422210693
Radiologist #2,Postoperative glioma resection,,,True,1,3,18.20146369934082
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,8,24.150285005569454
Radiologist #2,Presurgical glioma,Medium,Infiltrative Single,True,1,7,12.899695873260498
Radiologist #2,Presurgical glioma,Very Large,Infiltrative Single,True,1,9,11.81992769241333
Radiologist #2,Presurgical glioma,Large,Infiltrative Single,True,1,8,28.426727771759037
Radiologist #2,Presurgical glioma,,,True,1,4,26.024469137191769
Radiologist #2,Presurgical glioma,,,True,1,5,41.575233936309807
Radiologist #2,Presurgical glioma,Micro,Irregular/Complex Single,True,0,5,44.803916215896606
Radiologist #3,Presurgical glioma,,,False,1,7,164.92834067344666
Radiologist #3,Postoperative glioma resection,,,False,1,7,35.046805620193481
Radiologist #3,Presurgical glioma,Very Large,Irregular/Complex Single,False,0,4,47.63434362411499
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,False,1,10,28.456592798233032
Radiologist #3,Presurgical glioma,,,False,1,9,23.066012620925903
Radiologist #3,Postoperative glioma resection,,,False,0,6,19.176742076873779
Radiologist #3,Presurgical glioma,,,False,1,7,26.495170831680294
Radiologist #3,Presurgical glioma,Medium,Multiple,False,1,6,25.828585624694824
Radiologist #3,Presurgical glioma,Small,Irregular/Complex Single,False,0,3,35.348047256469727
Radiologist #3,Postoperative glioma resection,,,False,1,8,17.555666208267212
Radiologist #3,Presurgical glioma,Medium,Infiltrative Single,False,0,6,90.166599988937378
Radiologist #3,Presurgical glioma,,,False,1,7,22.494199275970459
Radiologist #3,Postoperative glioma resection,Very Large,Infiltrative Single,False,1,5,23.10534238815308
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,False,1,7,22.712682962417603
Radiologist #3,Presurgical glioma,,,False,0,4,37.70224404335022
Radiologist #3,Postoperative glioma resection,,,False,1,8,25.63212776184082
Radiologist #3,Presurgical glioma,Medium,Well-circumscribed Single,False,0,6,24.683889150619507
Radiologist #3,Presurgical glioma,,,False,1,6,28.151922464370728
Radiologist #3,Paediatric presurgical tumour,,,False,0,5,31.971001148223881
Radiologist #3,Presurgical glioma,Small,Irregular/Complex Single,False,1,7,34.544939041137695
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,False,1,6,25.146741151809689
Radiologist #3,Postoperative glioma resection,,,False,0,5,33.370606422424324
Radiologist #3,Postoperative glioma resection,,,False,0,6,18.67389965057373
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,False,1,7,15.77359104156494
Radiologist #3,Postoperative glioma resection,,,False,1,7,23.958677768707275
Radiologist #3,Presurgical glioma,,,False,0,6,33.429608106613159
Radiologist #3,Presurgical glioma,,,False,0,7,76.442051887512207
Radiologist #3,Presurgical glioma,,,False,1,5,20.111634016036987
Radiologist #3,Presurgical glioma,,,False,1,7,11.205607414245604
Radiologist #3,Postoperative glioma resection,,,False,0,7,25.60601806640625
Radiologist #3,Presurgical glioma,Small,Irregular/Complex Single,False,1,6,11.157161712646484
Radiologist #3,Presurgical glioma,Large,Irregular/Complex Single,False,1,7,15.645917177200316
Radiologist #3,Presurgical glioma,,,False,0,7,19.925110101699829
Radiologist #3,Postoperative glioma resection,Very Large,Infiltrative Single,False,1,7,17.395938396453857
Radiologist #3,Presurgical glioma,Medium,Infiltrative Single,False,1,9,10.355650186538696
Radiologist #3,Postoperative glioma resection,,,False,0,8,12.908643960952761
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,False,1,6,12.388873338699341
Radiologist #3,Presurgical glioma,,,False,0,6,20.18365740776062
Radiologist #3,Presurgical glioma,,,False,1,6,16.399484634399414
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,False,1,9,9.2806038856506365
Radiologist #3,Presurgical glioma,,,False,0,6,33.273649930953979
Radiologist #3,Presurgical glioma,Very Large,Irregular/Complex Single,False,1,8,15.123438119888306
Radiologist #3,Presurgical glioma,Micro,Irregular/Complex Single,False,0,4,43.939393758773811
Radiologist #3,Presurgical glioma,,,False,1,4,24.963621616363525
Radiologist #3,Presurgical glioma,Very Large,Multiple,False,1,8,12.162545680999756
Radiologist #3,Presurgical glioma,,,False,1,6,57.39245867729187
Radiologist #3,Metastases,Micro,Multiple,False,1,4,23.893064975738525
Radiologist #3,Postoperative glioma resection,,,False,0,7,18.09272289276123
Radiologist #3,Presurgical glioma,Micro,Irregular/Complex Single,False,1,8,19.043622493743896
Radiologist #3,Postoperative glioma resection,Very Large,Infiltrative Single,False,1,8,35.319731473922729
Radiologist #3,Postoperative glioma resection,,,False,0,7,10.692225456237791
Radiologist #3,Postoperative glioma resection,,,False,1,5,36.228290319442749
Radiologist #3,Postoperative glioma resection,,,False,1,6,22.743622779846191
Radiologist #3,Presurgical glioma,Micro,Irregular/Complex Single,False,1,6,19.682153701782227
Radiologist #3,Metastases,Medium,Irregular/Complex Single,False,1,6,25.767885208129883
Radiologist #3,Metastases,Micro,Well-circumscribed Single,False,0,4,33.151798486709595
Radiologist #3,Postoperative glioma resection,,,False,1,7,26.918631792068481
Radiologist #3,Meningioma,Very Large,Irregular/Complex Single,False,1,8,10.54311728477478
Radiologist #3,Postoperative glioma resection,,,False,0,9,11.843569040298462
Radiologist #3,Presurgical glioma,,,False,0,7,103.79468107223512
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,False,1,9,15.99011492729187
Radiologist #3,Postoperative glioma resection,,,False,0,6,21.275975227355961
Radiologist #3,Presurgical glioma,,,False,1,7,12.042638063430786
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,False,1,8,9.1629564762115479
Radiologist #3,Presurgical glioma,,,False,1,7,17.831070899963379
Radiologist #3,Postoperative glioma resection,Very Large,Multiple,False,1,8,11.557317018508911
Radiologist #3,Presurgical glioma,Large,Irregular/Complex Single,False,1,3,30.320116996765137
Radiologist #3,Postoperative glioma resection,,,False,1,7,82.888702154159546
Radiologist #3,Presurgical glioma,,,False,0,7,15.612239837646484
Radiologist #3,Postoperative glioma resection,Micro,Infiltrative Single,False,1,7,10.20215630531311
Radiologist #3,Postoperative glioma resection,,,False,1,5,36.222067356109619
Radiologist #3,Presurgical glioma,Micro,Irregular/Complex Single,False,0,7,19.641053438186649
Radiologist #3,Presurgical glioma,Micro,Well-circumscribed Single,False,1,6,12.236331462860107
Radiologist #3,Presurgical glioma,,,False,1,7,18.233428716659542
Radiologist #3,Paediatric presurgical tumour,Small,Irregular/Complex Single,False,1,5,15.307894229888916
Radiologist #3,Presurgical glioma,,,False,0,7,12.376910448074341
Radiologist #3,Postoperative glioma resection,,,False,0,5,19.386524438858032
Radiologist #3,Presurgical glioma,Micro,Irregular/Complex Single,False,1,3,53.54642391204834
Radiologist #3,Postoperative glioma resection,,,False,0,6,27.508420705795288
Radiologist #3,Presurgical glioma,,,False,0,7,9.7985687255859375
Radiologist #3,Meningioma,Medium,Irregular/Complex Single,False,0,5,44.86441969871521
Radiologist #3,Presurgical glioma,,,False,1,4,37.448346376419067
Radiologist #3,Presurgical glioma,,,False,1,8,11.868173360824583
Radiologist #3,Metastases,Large,Irregular/Complex Single,False,1,7,18.266715049743649
Radiologist #3,Postoperative glioma resection,,,False,1,8,23.816495895385746
Radiologist #3,Presurgical glioma,,,False,1,5,26.004493951797485
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,False,0,5,18.2173445224762
Radiologist #3,Presurgical glioma,,,False,0,6,19.453731536865234
Radiologist #3,Postoperative glioma resection,,,False,1,6,28.875373840332031
Radiologist #3,Meningioma,Very Large,Irregular/Complex Single,False,1,9,11.210744380950928
Radiologist #3,Presurgical glioma,,,False,0,5,15.232751131057739
Radiologist #3,Presurgical glioma,,,False,0,9,8.7202255725860596
Radiologist #3,Presurgical glioma,Large,Irregular/Complex Single,False,1,7,20.467803716659542
Radiologist #3,Postoperative glioma resection,,,False,0,5,20.12141585350037
Radiologist #3,Presurgical glioma,,,False,1,6,27.519546031951904
Radiologist #3,Presurgical glioma,,,False,0,5,36.13618278503418
Radiologist #3,Meningioma,Medium,Irregular/Complex Single,False,1,9,11.938300132751465
Radiologist #3,Postoperative glioma resection,Very Large,Infiltrative Single,False,1,9,10.25169801712036
Radiologist #3,Meningioma,Very Large,Irregular/Complex Single,False,1,9,12.666640281677246
Radiologist #3,Paediatric presurgical tumour,,,False,0,8,9.768883228302002
Radiologist #3,Presurgical glioma,,,True,1,7,47.938578605651855
Radiologist #3,Postoperative glioma resection,,,True,1,7,18.411290168762207
Radiologist #3,Presurgical glioma,Very Large,Irregular/Complex Single,True,0,5,39.20385217666626
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,True,1,8,10.359410047531128
Radiologist #3,Presurgical glioma,,,True,1,8,15.104392051696776
Radiologist #3,Postoperative glioma resection,,,True,0,7,10.286570310592651
Radiologist #3,Presurgical glioma,,,True,1,7,23.513595819473267
Radiologist #3,Presurgical glioma,Medium,Multiple,True,1,7,19.934533596038818
Radiologist #3,Presurgical glioma,Small,Irregular/Complex Single,True,1,6,12.08966851234436
Radiologist #3,Postoperative glioma resection,,,True,1,6,13.570588350296021
Radiologist #3,Presurgical glioma,Medium,Infiltrative Single,True,0,6,23.479950666427609
Radiologist #3,Presurgical glioma,,,True,0,6,19.860742807388306
Radiologist #3,Postoperative glioma resection,Very Large,Infiltrative Single,True,1,8,12.037567615509031
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,True,1,7,12.251319885253906
Radiologist #3,Presurgical glioma,,,True,0,7,12.024821996688845
Radiologist #3,Postoperative glioma resection,,,True,1,8,10.300740957260132
Radiologist #3,Presurgical glioma,Medium,Well-circumscribed Single,True,1,7,11.537978172302246
Radiologist #3,Presurgical glioma,,,True,1,8,14.476416110992432
Radiologist #3,Paediatric presurgical tumour,,,True,0,4,13.514432668685911
Radiologist #3,Presurgical glioma,Small,Irregular/Complex Single,True,1,6,16.589153528213501
Radiologist #3,Presurgical glioma,Very Large,Infiltrative Single,True,1,7,18.267946481704712
